userName,score,content,final_review,cleaned_review,labeling ,predicted_label
azkayRatu,1,"Call center buruk,tdk ramah. saat ada kendala no solution pokoknya. Hati2 ges kalau berlangganan, 1 atau 2 hari kmudian dibatalkan pihak netflix alasan ada aktivitas mencurigakan, murka nya tiap diminta bukti aktivitas yg dimksd itu spt apa mereka gamau ngasih. Jujur bingung aktivitas apa pdhl gw cuman nonton doang. berlangganan jg sesuai prosedur trs dmn letak aktivitas itu? alhasil dana yg udah masuk gbs kembali ges alias hangus. Pdhl aplikasinya bagus bgt tp sgt tdk profesional. sangat kecewa",call center buruk tdk ramah kendala solution pokok hati ges langgan kmudian batal netflix alas aktivitas curiga murka nya bukti aktivitas dimksd spt gamau ngasih jujur bingung aktivitas pdhl cuman nonton doang langgan sesuai prosedur dmn letak aktivitas alhasil dana udah masuk gbs ges alias hangus pdhl aplikasi bagus banget sgt tdk profesional kecewa,call center buruk ramah kendala solution pokok hati ges langgan kmudian batal alas aktivitas curiga murka bukti aktivitas dimksd spt gamau ngasih jujur bingung aktivitas cuman nonton doang langgan sesuai prosedur dmn letak aktivitas alhasil dana masuk gbs ges alias hangus bagus banget sgt profesional kecewa,,negatif
TIK TOK APKING,1,uuuuuuuuuu nefflix goblokkkkkk aduuuuu login susahhh daftarr susaaaaahhhh Netflix sakit jiwa mintak jantunggg plissssss banget hapus apk ini DARI GOGEL Playlstoreeee buang buang waktu GK ada guna ni apk 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,nefflix goblok adu login susah daftarr susah netflix sakit jiwa mintak jantung plis banget hapus apk gogel playlstore buang buang apk,nefflix goblok adu login susah daftarr susah sakit jiwa mintak jantung plis banget hapus gogel playlstore buang buang,,negatif
Mian Mian,5,PESULAP MERAH OFFICIAL GTA SAN ANDREAS 🪄🎩,sulap merah official gta san andreas,sulap merah official gta san andreas,,negatif
Kholipah Ratnasari,1,daftarnya ribet udah bayar langganan udh download tp buffering trus gak ada yg bisa di play gmna sih,daftar ribet udah bayar langgan download buffering trus play gmna sih,daftar ribet bayar langgan download buffering play gmna sih,,negatif
Baby Panda,2,ini aneh kenapa selalu loading cara mengatasinya itu bagaimana ya??? trims,aneh loading atas trims,aneh loading trims,,negatif
Handri Super,1,"aplikasi saya gak bisa buka gua udah bayar, asemmm kau ya, nanti kalau udah bisa buka saya perbaiki ratingnya, kalau gak bisa buka saya tetap kasih bintang 1, awas hati² apk penipuan.",aplikasi buka gua udah bayar asem kau udah buka baik ratingnya buka kasih bintang awas hati apk tipu,buka bayar asem kau buka ratingnya buka kasih bintang awas hati tipu,,negatif
anak haram,1,gw mending nonton steel ball run di website bajakan daripada di Netflix,mending nonton steel ball run website baja netflix,mending nonton steel ball run website baja,,netral
Sri Yana,5,film nya bagus banget,film nya bagus banget,film bagus banget,,positif
Dedy prasetyo,1,"daftar paket premium 1 bulan, eh taunya bisa nonton cuma 10 hari doang. mana bayarnya 65rb, padahal tagihan di tanggal 21 oktober lah ini malah akun di tangguhkan.",daftar paket premium tau nonton doang bayar tagih tanggal oktober akun tangguh,daftar paket premium tau nonton doang bayar tagih tanggal oktober akun tangguh,,netral
Ilah ilah. nurlailah,5,BAGUSS BGT gatau poko nya bintang 5,bagus banget gatau poko nya bintang,bagus banget gatau poko bintang,,positif
Ghina Azhar,3,kenapa setelah di update beberapa subtitle di film/ drama yang di download tidak muncul ya? biasanya tidak pernah terjadi subtitle hilang-hilangan. saya jadi bingung harus download ulang atau re-install aplikasi. tolong bantuannya di perbaiki.,update subtitle film drama download muncul subtitle hilang hilang bingung download ulang install aplikasi tolong bantu baik,update subtitle film drama download muncul subtitle hilang hilang bingung download ulang install tolong bantu,,netral
Vega Grace,2,"mohon pihak netflix untuk membaca ulasan kami para costumer, disini saya juga ingin menyampaikan bahwa sudah hampir sekitar 1 bulan belakangan ini pada saat ingin nonton tidak bisa di putar, sekali bisa diputar gambarnya malah pecah seperti nonton dengan resolusi jaman bahula 360. padahal jaringan di rumah saya tidak ada masalah krna di apk lain saya nonton jernih dan lancar. tolong pihak netflix memperhatikan kepuasan para costumernya.",mohon netflix baca ulas costumer nonton putar putar gambar pecah nonton resolusi jaman bahula jaring rumah krna apk nonton jernih lancar tolong netflix perhati puas costumernya,mohon baca ulas costumer nonton putar putar gambar pecah nonton resolusi jaman bahula jaring rumah krna nonton jernih lancar tolong perhati puas costumernya,,netral
Tuan Muda,1,"aplikasi paling parah ini padahal koneksi aman, muter-muter doang pas di play, nyesel premium, pantesan rating anjlok",aplikasi parah koneksi aman muter muter doang pas play nyesel premium pantesan rating anjlok,parah koneksi aman muter muter doang pas play nyesel premium pantesan rating anjlok,,negatif
StarGaming,1,apk kaga jelas,apk kaga,kaga,,negatif
Miftahul Jannah Mamonto,4,"Hallo Netflix, sya akan ksh 5 bintang setelah bug slesai. saya menunggu lama sampai film bsa di putar tapi tidak terputar. ini tdk pernah terjadi sebelumnya",hallo netflix sya ksh bintang bug slesai tunggu film bsa putar putar tdk,hallo sya ksh bintang bug slesai tunggu film bsa putar putar,,netral
Febryanti Sianipar,1,gajelasssss ga bisa dibuka😬,gajelas buka,gajelas buka,,negatif
Adit Prasetyo,2,"bang ini kenapa tiba""akunya keluar padahal batas waktunya belum abis bulanannya kecewa banget ga bisa masuk akun nya padahal belum waktunya abis gimana ini tolong perbaiki",bang aku batas abis bulan kecewa banget masuk akun nya abis gimana tolong baik,bang batas abis kecewa banget masuk akun abis gimana tolong,,negatif
Azhimi Surya,1,ini kenapa selalu memuat setiap film nya di putar padahal kouta banyak heran deh,muat film nya putar kouta heran deh,muat film putar kouta heran,,netral
Rafael Miru,1,saat menonton selalu terganggu dengan wifi padahal wifi jaringannya bagus,tonton ganggu wifi wifi jaring bagus,tonton ganggu wifi wifi jaring bagus,,positif
Agusnia Rachmi,2,"gaa bisa masuk akun, udah ngulang ngulang tetap ga bisa",gaa masuk akun udah ngulang ngulang,gaa masuk akun ngulang ngulang,,netral
Gabriel Arifi,1,bosok,bosok,bosok,,negatif
Zihan Wari Nurul Fadilah (jiaa),1,apa-apaan ini sih! pas mau buat akun nya susah banget dari tadi! tolong ya kalo bisa di permukaan pas masuk apk nya! ya kalo gini gimana mau kasih Reting gede kalo masuk apknya susah banget kaya gini! INGETTT!! PERBAIKII! WOYYY😡🤬,sih pas akun nya susah banget tolong kalo muka pas masuk apk nya kalo gin gimana kasih reting gede kalo masuk apknya susah banget kaya gin inget perbaikii woy,sih pas akun susah banget tolong kalo muka pas masuk kalo gin gimana kasih reting gede kalo masuk apknya susah banget kaya gin inget perbaikii woy,,negatif
454 Fabian,1,gajelas terjadi kesalahan saat mutar video mulu mending HBO Max,gajelas salah mutar video mulu mending hbo max,gajelas salah mutar video mulu mending hbo max,,negatif
DIEP A,1,main ngundur undurin jadwal rilis dadakan lu kira kita kita ini bisa beli paket Netflix lagi apa dipikir lah t0l t0l kita beli tanggal brp mau nntn film apa malah tiba tiba diundur k0cak kocak fakyu,main ngundur undurin jadwal rilis dada beli paket netflix pikir beli tanggal brp nntn film undur kcak kocak fakyu,main ngundur undurin jadwal rilis dada beli paket pikir beli tanggal brp nntn film undur kcak kocak fakyu,,netral
Andri Firmansyah,1,jaringannya bagus buat buka yang Laen pas buka pengen nonton ga bisa bisa muter doang,jaring bagus buka laen pas buka ken nonton muter doang,jaring bagus buka laen pas buka ken nonton muter doang,,positif
Octavia 26,1,"mau daftar akun aja susah, kalau ada masalah di apknya tolong dikasih tau lah, bikin kesel aja",daftar akun susah apknya tolong kasih tau kesel,daftar akun susah apknya tolong kasih tau kesel,,negatif
uceN ji,2,ini kenapa si kalo jeda nonton. trus mau D lanjutin memuat mulu anj.. keluar masuk aplikasi jadi sama aja,kalo jeda nonton trus lanjutin muat mulu anj masuk aplikasi,kalo jeda nonton lanjutin muat mulu masuk,,negatif
Sherina Jltn,3,aplikasi berbayar tp film tidak lengkap,aplikasi bayar film lengkap,bayar film lengkap,,positif
Ardin Buduha,1,baru kali in ad aplikasi yg minta kata sandi email,kali aplikasi sandi email,kali sandi email,,negatif
Amel Imel,5,Sang at membantu,sang bantu,sang bantu,,negatif
Yanuar Setiawan,1,Daftarnya Ribettttt,daftar ribet,daftar ribet,,negatif
Dony Kurniawan R,1,saldo kluar 186.000 padahal instal aja nggak apalah,saldo kluar instal apa,saldo kluar instal,,negatif
Vishaka Orlenta,1,"SIGN IN ATAU BIKIN AKUN AJA GK BISA YA ALLAH, NAUZUBILLAH AJA NIH APK, SOMETHING WENT WRONG TERUS BABI, BIKIN APK AJA KAGAK GUNA",sign akun allah nauzubillah apk something went wrong babi apk kagak,sign akun allah nauzubillah something went wrong babi kagak,,netral
Doa Restu,1,maaf ini bikin akun ajah ko bayarr,maaf akun ajah bayarr,maaf akun ajah bayarr,,netral
Aliph Man,1,"aplikasi apaan ini,masuk di indo tp gak bisa pake kartu indo,mana gak update sama kyak netflix luar",aplikasi masuk indo pake kartu indo update kyak netflix,masuk indo pake kartu indo update kyak,,netral
zasa emeralda,3,ga jelas banget. udah 7 bln ga langganan netflix tiba2 ad transaksi langganan otomatis pdhl semua udh di nonaktifkan. mana paketnya beda lagi lebih mahal yg tadinya ga pernah langanan paket itu. terpaksa donlot lagi dan hapus langanan. nyusahin,banget udah bln langgan netflix transaksi langgan otomatis pdhl nonaktif paket beda mahal langanan paket paksa donlot hapus langanan nyusahin,banget bln langgan transaksi langgan otomatis nonaktif paket beda mahal langanan paket paksa donlot hapus langanan nyusahin,,negatif
Yosi Nanda,1,apk burikkk gbs login nyett,apk burik gbs login nyett,burik gbs login nyett,,negatif
Zahra Kisaran,1,se enak hati ngambil dana orang,enak hati ngambil dana orang,enak hati ngambil dana orang,,negatif
fuat fadillah,1,loading2 terus ajg,loading ajg,loading ajg,,netral
Pakar Tugas,1,karyawan Netflix gak ada yang becus apa gimana. login dipersulit seperti ini apa mau mematikan bisnis sendiri? tiru batasan jumlah device dan sistem login OTP Disney kalau mau winwin. heran. digaji mahal malah bodoh ini orang2 Netflix. najis hasil kerja kalian ini,karyawan netflix becus gimana login sulit mati bisnis tiru batas device sistem login otp disney winwin heran gaji mahal bodoh orang netflix najis hasil kerja,karyawan becus gimana login sulit mati bisnis tiru batas device sistem login otp disney winwin heran gaji mahal orang najis hasil kerja,,negatif
B R E A D,1,"jelek kali koneksi kalau nonton dengan wifinya sekarang, padahal nonton yt dengan wifi aman aja di 1080p",jelek kali koneksi nonton wifinya nonton wifi aman,jelek kali koneksi nonton wifinya nonton wifi aman,,negatif
Majalah stannia,5,Simple dan kerem,simple rem,simple rem,,negatif
mahfuzh Racing,5,hari ini aku ultah waktu,ultah,ultah,,negatif
Ristian Cahyani,1,"daftarnya ribet, suka error mulu, suruh bayar padahal cuma gitu doang 🙄🙄",daftar ribet suka error mulu suruh bayar gitu doang,daftar ribet suka error mulu suruh bayar gitu doang,,negatif
Syafdio Afdal,1,"APLIKASI APAAN INI , MASAK YA FILM NYA BELUM PADA UPDATE2 , DULUAN LAYARKACA UPDATE DSRI PADA NETFLIX -_- BAD APL",aplikasi masak film nya update duluan layarkaca update dsri netflix bad apl,masak film update duluan layarkaca update dsri bad apl,,netral
Rekyy Subagia,1,"terjadi masalah saat memutar video.coba lagi. (5.10) semua film kayak gitu, apaan anj?",putar video coba film kayak gitu anj,putar video coba film kayak gitu,,netral
Ronik Ronik,1,"mentang-mentang udah banyak user yang langganan, advice users nya ga di dengerin. buat CS yang lihat ini, sampaiin ke atasan, jangan gitu. jangan lalai. dulu sebelum besar juga banyak user yang bantuin lo jalan, bantuin lo naik. ibarat gini, kalian udah bisa lari sendiri, malah lupa sama yang ngajarin jalan kaki.",mentang mentang udah user langgan advice users nya dengerin lihat sampaiin atas gitu lalai user bantuin jalan bantuin gin udah lari lupa ngajarin jalan kaki,mentang mentang user langgan advice users dengerin lihat sampaiin gitu lalai user bantuin jalan bantuin gin lari lupa ngajarin jalan kaki,,negatif
Kasriati Ariefin,1,"Masa Ia Sy sudah Pernah Daftar di Netflix Pake Email Ku,,Tapi Pas Sy Mau Login malah Katanya tidak Menemukan Akun dengan Email Sy Email Tidak Valid,,padah Sejak dlu Pake Email Itu Masuk Ke Netflix,,di suruh buat Akun Baru,,Trus Gimana Kalo Kita Udah Langganan Trus Keluar,,Mau Login Lagi Tapi Susah ??? Sia² song Duit Kita..,Apa Lg Banyak Ulasan Yg Merasa Dirugikan Dgn Kasus Yg sama Gk Bisa Login Padahal Udah Beli Langganan..,Kan Ini Seperti Aplikasi Penipu",daftar netflix pake email pas login temu akun email email valid padah dlu pake email masuk netflix suruh akun trus gimana kalo udah langgan trus login susah sia song duit ulas rugi dgn login udah beli langgan aplikasi tipu,daftar pake email pas login temu akun email email valid padah dlu pake email masuk suruh akun gimana kalo langgan login susah sia song duit ulas rugi login beli langgan tipu,,negatif
Indra Firmansyah,5,"mohon isi suara Indonesia, soalnya film banyak gada suara Indonesia .🤦",mohon isi suara indonesia film gada suara indonesia,mohon isi suara indonesia film gada suara indonesia,,negatif
Dimas aditya Prayoga,3,"Netflix mohon video yang udah lama atau pernah tayang di tv hapus,,masukan video2 yang baru² tayang biar makin rame minat nya",netflix mohon video udah tayang hapus masuk video tayang biar rame minat nya,mohon video tayang hapus masuk video tayang biar rame minat,,negatif
Eoa Gold Karawang Jawa Barat,5,bagus tapi aku beluk login,bagus beluk login,bagus beluk login,,positif
F izmi Channel,1,"MANGKIN LAMA PENAGIHANYA MAKIN DEKAT TANGGAL NYA DARI TANGGAL 19 KE 8 KE 4 . Kll. DAN SERING KELUAR KELUAR SENDIRI. . LICIK NYA KELEN baru bayar tanggal 23 tanggal 10 di suru bayar lagi kan LICIK X OTAK KELEN, FILIM ITU ITU AJA G ADA YG BARU , DASAR BINATANG",mangkin penagihanya tanggal nya tanggal kll licik nya kelen bayar tanggal tanggal suru bayar licik otak kelen filim dasar binatang,mangkin penagihanya tanggal tanggal kll licik kelen bayar tanggal tanggal suru bayar licik otak kelen filim dasar binatang,,negatif
Pasutri,5,siapa saja. dapat. melihat nama,nama,nama,,negatif
Pengguna Google,5,tapi sayang banget gak bisa log in,sayang banget log,sayang banget log,,negatif
Kujang Galuh,1,"aplikasi ribet,imeil benar sandi benar tetap salah,kalau buat aplikasi yg bagus jangan Abal Abal atau asal saja,👎👎👎",aplikasi ribet imeil sandi salah aplikasi bagus abal abal,ribet imeil sandi salah bagus abal abal,,negatif
Muhammad Nabil,1,gk jelas tiba² kgk bisa masuk,kgk masuk,kgk masuk,,negatif
samsul Bachri,1,mau login pun susah,login susah,login susah,,negatif
Koko Denata,1,Cara daftar ribettttttt,daftar ribet,daftar ribet,,negatif
Sultan Azziz,1,bug tidak bisa play streaming di handphone hanya keluar animasi loading padahal jaringan lancar,bug play streaming handphone animasi loading jaring lancar,bug play streaming handphone animasi loading jaring lancar,,negatif
Hilmy Yusuf Nauval,1,buffer terus padahal pake youtube 8k lancar,buffer pake youtube lancar,buffer pake youtube lancar,,negatif
Rimal Reska,3,bagus.. tapi kurang lengkap menurut saya. selain film terbaru kurang lengkap. Mau nonton film Bollywood pun terbatas. tolong di buatinlah film Bollywood lengkap sesuai tahun biar bisa milih sesuai selera.,bagus lengkap film baru lengkap nonton film bollywood batas tolong buatinlah film bollywood lengkap sesuai biar milih sesuai selera,bagus lengkap film lengkap nonton film bollywood batas tolong buatinlah film bollywood lengkap sesuai biar milih sesuai selera,,positif
Saupi Nanasopia,1,tlng tingkatkan lagi pdhl sandi google nya benar tapi di suruh buat lagi ee gmn jak mau Netflix nya ee,tlng tingkat pdhl sandi google nya suruh gmn jak netflix nya,tlng tingkat sandi google suruh gmn jak,,negatif
Lanang Jinan B Adamson,5,saya sangat suka namun saya ingin jika anda menambahkan movie demon slayer terbaru secepatnya,suka movie demon slayer baru cepat,suka movie demon slayer cepat,,positif
Panggil Royy saja,1,cara daftarnya harus bayar yaa ribet banget dah,daftar bayar yaa ribet banget dah,daftar bayar yaa ribet banget dah,,negatif
Ayam Goreng,1,kikir banget ajg nih game,kikir banget ajg game,kikir banget ajg game,,negatif
Linda Soft,1,PERINGATAN : jangan terjebak download aplikasi ini. Anda akan diminta daftar dan membayar tanpa bisa mengecek film yang ingin anda tonton terlebih dahulu. Bagaimana jika sudah saya bayar biaya langganannya tapi film lama yang ingin saya tonton ternyata tidak ada?,ingat jebak download aplikasi daftar bayar ecek film tonton bayar biaya langgan film tonton,jebak download daftar bayar ecek film tonton bayar biaya langgan film tonton,,negatif
liora,5,aplikasi ini sangat bagus film film nya lengkap dan seru saya kasih bintang 5,aplikasi bagus film film nya lengkap seru kasih bintang,bagus film film lengkap seru kasih bintang,,positif
athifa diantoro,1,aplikasi ini suruh bayar dan buat akun mau nonton film gratis di teragogo aja lah,aplikasi suruh bayar akun nonton film gratis agogo,suruh bayar akun nonton film gratis agogo,,negatif
Raldi Ramdani,5,download cuman mau nonton jojo sbr hehe,download cuman nonton jojo sbr hehe,download cuman nonton jojo sbr hehe,,negatif
Deri Riy,1,Tidak bisa memutar video,putar video,putar video,,netral
F K,1,"Rattingnya skrg 3,6... brarti netflix tdk bagus lg, saya jg sdh tdk berlangganan lagi sbb rugi, film yang baru ditambahkan saya kira film² baru, ternyata film² yang sudah basi tidak layak ditonton karna kwalitasnya juga sudah pada buram, pokoknya flm²nya NETFLIX 90% film jadul, rugi berlangganan!!! Apa lg yg versi baru skrg makin RUSUH GAME CELLULAR dimasukkan ke netflix, bikin hp berat!!! Sumpah nyesel memperpanjang langganan! Bulan dpn saya tdk akan berlangganan lg, UNINSTAL lbh baik!!! 😡😡😡",rattingnya skrg brarti netflix tdk bagus sdh tdk langgan sbb rugi film film film basi layak tonton karna kwalitasnya buram pokok flm nya netflix film jadul rugi langgan skrg rusuh game cellular masuk netflix berat sumpah nyesel panjang langgan dpn tdk langgan uninstal lbh,rattingnya skrg brarti bagus sdh langgan sbb rugi film film film basi layak tonton karna kwalitasnya buram pokok flm film jadul rugi langgan skrg rusuh game cellular masuk berat sumpah nyesel langgan dpn langgan uninstal lbh,,negatif
Smj Ysri,3,kenapa sih kl selalu metode pembayaran selalu di ubah kl telat langganan 1 minggu,sih metode bayar ubah telat langgan minggu,sih metode bayar ubah telat langgan minggu,,negatif
21_28Daniel,1,aplikasi suka menarik tagihan sesuka hati,aplikasi suka tarik tagih suka hati,suka tarik tagih suka hati,,positif
Rangga Fadilla,1,ang gilo,ang gilo,ang gilo,,negatif
Jessicasihite,1,saya baru download dan sudah bayar tpi gak bisa mutar video nya,download bayar mutar video nya,download bayar mutar video,,negatif
Arfa Putra,1,"apk ini sangat jelek,saya sudah benar memasuki sandi TPI tetep aja gabisa,bikin kesel asli,jelek👎👎",apk jelek pasuk sandi tetep gabisa kesel asli jelek,jelek pasuk sandi tetep gabisa kesel asli jelek,,negatif
metta bedunk,1,ini knpa netflix saya gak bisa kebuka ya,knpa netflix buka,knpa buka,,negatif
zazkia rahmawati,3,"Netflix bisa ga ,ga berlangganan?🥰gada uang cuy hehee..",netflix langgan gada uang cuy hehee,langgan gada uang cuy hehee,,negatif
Melati Ferdarani,1,"saya berlangganan netfix tapi kenapa ga bisa dibuka. tulisannya, ""perangkatmu bukan bagian dari rumah dengan akun netflix untuk akun ini"". coba deh tolong dibenerin lagi ini gimana caranya.",langgan netfix buka tulis perangkat rumah akun netflix akun coba deh tolong dibenerin gimana,langgan netfix buka tulis perangkat rumah akun akun coba tolong dibenerin gimana,,netral
Siti Rohmah,5,saya tidak bisa log out gimana ya caranya,log out gimana,log out gimana,,negatif
DARCO GAMING,1,saya sudah bayar 65.000 saldo saya kepotong tapi tdk terdaftar,bayar saldo potong tdk daftar,bayar saldo potong daftar,,negatif
Tino Jam,1,udah Bayar ga bisa masuk tolol,udah bayar masuk tolol,bayar masuk,,negatif
Vikram Sanusi,1,mau masuk saja susah,masuk susah,masuk susah,,negatif
M R,4,"Overall oke lah baik dari kemudahan penggunaan, tampilannya, maupun fitur-fitur menontonnya. Hanya saja untuk variasi filmnya kurang lengkap, cenderung kurang update untuk film-film bagus, dan untuk update mingguannya juga sedikit.",overall oke mudah guna tampil fitur fitur tonton variasi film lengkap cenderung update film film bagus update minggu,overall oke mudah tampil fitur fitur tonton variasi film lengkap cenderung update film film bagus update minggu,,positif
Asep Kusno,5,sangat membantu,bantu,bantu,,negatif
Please Call Me Yesa,3,Kenapa saya tidak bisa menonton Netflix menggunakan WIFi padah sebelumnya saya bisa,tonton netflix wifi padah,tonton wifi padah,,negatif
Ahmad Jaelani,1,aplikasi rusak nge bug mulu masa tiap mau nonton suka black screen kalo ga black screen video nya nge stuck tapi suara nya tetep ada,aplikasi rusak nge bug mulu nonton suka black screen kalo black screen video nya nge stuck suara nya tetep,rusak nge bug mulu nonton suka black screen kalo black screen video nge stuck suara tetep,,negatif
Syafa Azzahra,5,y bgs klo bisa bnykin anime ny.,bgs bnykin anime nya,bgs bnykin anime,,negatif
Grand Master,1,"Kekurangan : 1.Sinopsis film terlalu sederhana, tidak menarik. 2. Terlalu sering menampilkan film rating imdb rendah di beranda. Film rating tinggi justru di pendam. 3.opsi langganan hanya 1 bualanan, tidak ada yg sekalian 3 bulan, 6 bulan, 12 bulan, kalau di buat lebih murah dikit lebih bagus lagi 4. Saran, buatkan fitur untuk membuat rating usia sendiri, misal : ketelanjangan = 21+, kekerasan = 21+, bahasa vulgar = 18+, bahasa kasar = 18+ . Dll downloader bermasalah.",kurang sinopsis film sederhana tarik tampil film rating imdb rendah beranda film rating pendam opsi langgan bualanan murah dikit bagus saran buat fitur rating usia telanjang keras bahasa vulgar bahasa kasar dll downloader masalah,sinopsis film sederhana tarik tampil film rating imdb rendah beranda film rating pendam opsi langgan bualanan murah dikit bagus saran fitur rating usia telanjang keras bahasa vulgar bahasa kasar dll downloader,,positif
Samuel Aritonang,1,gangguan,ganggu,ganggu,,negatif
Edward Jonathan,1,"SAYA TELAH DAFTAR PEMBAYARAN MENGGUNAKAN SHOPEEPAY SALDO SHOPEEPAY SAYA 54.000 SUDAH TERPOTONG TETAPI AKUN TETAP TIDAK BISA DIGUNAKAN TULISAN NYA LANJUTKAN PENDAFTARAN AKUN PIHAK CS NETFLIX SUDAH SAYA HUBUNGI TETAPI JAWABAN NYA TIDAK MENYELESAIKAN MASALAH KATANYA MASALAH OTORISASI DLL,SEDANGKAN PIHAK CS SHOPEE MENGINFOKAN BAHWA SALDO TERSEBUT SUDAH SUKSES BERHASIL TERKIRIM KE PIHAK NETFLIX.NETFLIX MALAH MENYURUH SAYA MEMBATALKAN PEMBAYARAN DI SHOPEEPAY SEDANGKAN PEMBAYARAN ITU SUDAH SUKSES.",daftar bayar shopeepay saldo shopeepay potong akun tulis nya lanjut daftar akun netflix hubung nya selesai otorisasi dll shopee info saldo sukses hasil kirim netflix netflix suruh batal bayar shopeepay bayar sukses,daftar bayar shopeepay saldo shopeepay potong akun tulis daftar akun hubung selesai otorisasi dll shopee info saldo sukses hasil kirim suruh batal bayar shopeepay bayar sukses,,negatif
Sahrul,1,hadeh Langganan mahal mahal gambar video malah SD👎👎👎,hadeh langgan mahal mahal gambar video,hadeh langgan mahal mahal gambar video,,negatif
cahaya. puri,5,mantap ka bagus ya,mantap bagus,mantap bagus,,positif
Syipaling,4,"bagus sih, tapi sekedar saran aja kalo rilis film bioskop ke netflix cepetan ya... soalnya kasihan yang udah terlanjur beli vip malah film yang ditunggu-tunggu belum masuk ke netflix",bagus sih dar saran kalo rilis film bioskop netflix cepetan kasihan udah lanjur beli vip film tunggu tunggu masuk netflix,bagus sih dar saran kalo rilis film bioskop cepetan kasihan lanjur beli vip film tunggu tunggu masuk,,netral
umiyana savitri,5,Aku suka Netflix karena aku menonton yang hangat film,suka netflix tonton hangat film,suka tonton hangat film,,positif
Megi Sandri,1,aplikasi nggak jelas udah daftar bayar nggak bisa masuk bayar lagi otomatis,aplikasi udah daftar bayar masuk bayar otomatis,daftar bayar masuk bayar otomatis,,negatif
Suixa Cha,1,loading teros,loading ros,loading ros,,netral
Adly Putra,1,eror muluu gajelass akhir2 ini klo bukan krena ada film yg lgi on going ogah dah gmna ni perbaikan nya min eror 5.10,eror muluu gajelass krena film lgi going ogah dah gmna baik nya min eror,eror muluu gajelass krena film lgi going ogah dah gmna min eror,,negatif
Alle Ira,3,nge lag mlu,nge lag mlu,nge lag mlu,,negatif
Rosembrina Simanjuntak,1,"udah top up malah ga bisa nonton. vidionya spt kaset rusakkk macet"". tidak layak. segera perbaiki. mau brp lama spt ini",udah top nonton vidionya spt kaset rusak macet layak baik brp spt,top nonton vidionya spt kaset rusak macet layak brp spt,,positif
Atok Suprapto,1,Netflix tolol kata nyaa mudah tapi di persulit,netflix tolol nyaa mudah sulit,mudah sulit,,positif
Yusri Yusri,1,saya tidak bisa masuk dengan menggunakan akun email saya.. entah apa penyebabnya,masuk akun email sebab,masuk akun email,,negatif
Alzhri,2,memuat doang padahal sinyal 5g,muat doang sinyal,muat doang sinyal,,negatif
Dodiet Haryanto,5,bagus banget Netflix nya terus biasa nya di tv ada KPop demon hunters terbuat dari Netflix dan pas aku lihat foto foto orang dan ternyata ada sebuah film KPop demon hunters tapi tidak bisa nonton film itu mendingan saya nonton di tv dan rupa nya film itu ada di bioskop aku nonton situ bagus nyo,bagus banget netflix nya nya kpop demon hunters buat netflix pas lihat foto foto orang film kpop demon hunters nonton film mending nonton rupa nya film bioskop nonton situ bagus nyo,bagus banget kpop demon hunters pas lihat foto foto orang film kpop demon hunters nonton film mending nonton rupa film bioskop nonton situ bagus nyo,,positif
WILLA EDREA,1,"apk gajelas , susah bgt login nya (klo bisa gue kasih bintang 0)",apk gajelas susah banget login nya gue kasih bintang,gajelas susah banget login kasih bintang,,negatif
Ryn T_Tnoob,5,"I really like this application, I often watch movies using this application with my family.",really like this application often watch movies using this application with family,really like this application often watch movies using this application with family,,negatif
Rahmah Yasmin Toyibah,1,"saya gak bisa login mulu, padahal udah reset katasandi tapi masih sama gabisa",login mulu udah reset katasandi gabisa,login mulu reset katasandi gabisa,,negatif
Nurul Nurul,5,loading mulu,loading mulu,loading mulu,,negatif
Halis Khalishah,1,RIBET BGT BIKIN AKUNNYA. mau nyusahin orang lewat apk kah? stress,ribet banget akun nyusahin orang apk kah stress,ribet banget akun nyusahin orang kah stress,,negatif
Ochy Ochy zeinna acaya,1,"semua email yang di daftar kan ga valid,jelas² itu email di pake",email daftar valid email pake,email daftar valid email pake,,negatif
nicholas paschalis,1,"Aplikasi bagus, cuma pembayaran akan otomatis, dan itu cukup membuat saya terhambat ketika top up",aplikasi bagus bayar otomatis hambat top,bagus bayar otomatis hambat top,,positif
Mahatir Muhammad,1,mau nonton aja ribet anjir harus daftar,nonton ribet anjir daftar,nonton ribet daftar,,negatif
Hasan Kamil,5,terima kasih sungguh memuaskan,terima kasih sungguh muas,terima kasih sungguh muas,,netral
ikoo.,1,"padahal sebelumnya ga pernah samsek pake vpn, tapi kenapa ada peringatan anda menggunakan vpn. pdhl GAPAKE SAMA SEKALI, udh di tes jg hasilnya ttp sama. alhasil hrs uninstall abistu reinstall. RESOLUSI NYA JG SERING NGEDROP, padahal jaringan bagus",samsek pake vpn ingat vpn pdhl gapake tes hasil ttp alhasil hrs uninstall abistu reinstall resolusi nya ngedrop jaring bagus,samsek pake vpn vpn gapake tes hasil ttp alhasil hrs uninstall abistu reinstall resolusi ngedrop jaring bagus,,positif
