userName,score,content,final_review,cleaned_review,labeling 
Faesal Abror,2,loginya susah,log susah,log susah,
ponco anggoro,1,"udah langganan kok ga bisa di putar, bisa ga balikin dana nya nyesel banget berlangganan aplikasi jelek ini",udah langgan putar balikin dana nya nyesel banget langgan aplikasi jelek,langgan putar balikin dana nyesel banget langgan jelek,
sabrina sasa,4,Bagus,bagus,bagus,
Aina Hafizah,1,susah bgt daftar akunya,susah banget daftar aku,susah banget daftar,
gafin putra,1,buat batalkan langgana jauh lebih mudah aku sudah membatalkan langganan 2 bulan lalu masih aja ditagih dari aplikasi dana dan gak ada konfirmasi tiba tiba saldo ku hilang,batal langgana mudah batal langgan tagih aplikasi dana konfirmasi saldo hilang,batal langgana mudah batal langgan tagih dana konfirmasi saldo hilang,
Bayu Official,2,"film kurang lengkap,film"" terbaru banyak yg gada",film lengkap film baru gada,film lengkap film gada,
Mahmur Setiawan,5,Aplikasi mantap,aplikasi mantap,mantap,
Muhammad Fauzan,3,"film yang diadaptasi oleh Netflix banyak yang bagus, tapi untuk aplikasinya sendiri sangatlah sampah, cuma butuh satu fitur, yang sangat sangat akan bermanfaat bagi banyak orang, dan saya yakin pihak Netflix bisa membuat fitur ini dalam waktu 1 jam, 'dual subtitle' saya akan kembali untuk memberikan bintang 5 setelah fitur tersebut dirilis",film adaptasi netflix bagus aplikasi sampah butuh fitur manfaat orang netflix fitur jam dual subtitle bintang fitur rilis,film adaptasi bagus sampah butuh fitur manfaat orang fitur jam dual subtitle bintang fitur rilis,
Immanuel Nainggolan,1,Kenapa akun saya hilang? Udah langganan tapi gak bisa login,akun hilang udah langgan login,akun hilang langgan login,
Fahyan Alarif,5,ok,oke,oke,
Nadya Tata,1,"udah daftar dan bayar 65ribu pake saldo shoppepay abis itu pas coba masuk gk bisa, disuruh selesaikan pendaftaran terus padahal saldo shoppepay sudah terpotong, trnyata pas baca ulasan banyak yg kaya gitu, nyesel bgt tdi asal bayar aja!!",udah daftar bayar ribu pake saldo shoppepay abis pas coba masuk suruh selesai daftar saldo shoppepay potong trnyata pas baca ulas kaya gitu nyesel banget tdi bayar,daftar bayar ribu pake saldo shoppepay abis pas coba masuk suruh selesai daftar saldo shoppepay potong trnyata pas baca ulas kaya gitu nyesel banget tdi bayar,
RHR MINECRAFT,1,"aplikasi yahudi, terlalu kikir",aplikasi yahudi kikir,yahudi kikir,
Ramadhan. S,1,"JANGAN RUSAK HYPEJOJO SBR, DENGAN RILIS PERBATCH",rusak hypejojo sbr rilis perbatch,rusak hypejojo sbr rilis perbatch,
Lilis Sagita,5,bagus,bagus,bagus,
rikma aulia,1,"Dalam keterangan maaf atas ketidaknyamananya kesalahan dalam pemutaran, coba judul lain.. 10 judul flm keterangan sama aja, 2 bulan lebih langganan dan otomatis kepotong via DANA, padahal gak pernah di tonton. sekarang akun malah keluar terus padahal cuman HP dan Tv. PARAH NETFLIX. Mulai hari ini (stegah jam kebelakang baru kepotong langganan) saya UNREG aja berlangganan macam apa ini gak bisa dinikmatin",terang maaf ketidaknyamananya salah putar coba judul judul flm terang langgan otomatis potong via dana tonton akun cuman parah netflix stegah jam belakang potong langgan unreg langgan dinikmatin,terang maaf ketidaknyamananya salah putar coba judul judul flm terang langgan otomatis potong via dana tonton akun cuman parah stegah jam potong langgan unreg langgan dinikmatin,
Keshi,2,load videonya bug tolong perbaiki,load video bug tolong baik,load video bug tolong,
Rusli Wijaya,1,udah daptar tetep ga bisa masuk masuk harus daptar ulang lagi,udah daptar tetep masuk masuk daptar ulang,daptar tetep masuk masuk daptar ulang,
syarifudin arif1998,1,"apk gajelas, daftar susah lugin susah isi langganan sudah, serba gajelas",apk gajelas daftar susah lugin susah isi langgan serba gajelas,gajelas daftar susah lugin susah isi langgan serba gajelas,
Ozora Rafa,4,"aplikasi nya udah bagus, awal langganan seneng banget. Terus coba-coba cari film Sherlock Holmes, ada sih ada tapi kok cuma 1?? seharusnya kalo udah langganan gini bisa nikmatin ini aplikasi, tapi rada nyesel juga soalnya film yang mau ku tonton ngga ada. Pada akhirnya nonton di tempat lain, Saya harap segera tingkatkan lagi dong filmnya. Udah ga sabar mau liat, dan biar saya ngga nyesel juga.",aplikasi nya udah bagus langgan neng banget coba coba cari film sherlock holmes sih kalo udah langgan gin nikmatin aplikasi rada nyesel film tonton ngga nonton harap tingkat film udah sabar liat biar ngga nyesel,bagus langgan neng banget coba coba cari film sherlock holmes sih kalo langgan gin nikmatin rada nyesel film tonton nonton harap tingkat film sabar liat biar nyesel,
Andri Pantek,5,ok,oke,oke,
Sucipto Seno,1,loding terus,loding,loding,
Wjya83,5,update movie 2025 please,update movie please,update movie please,netral
wahyu din,1,"mohon maaf saya kali ini TIDAK langganan netflix kenapa tiba-tiba memotong pembayaran secara otomatis ya? hanya karena pernah berlangganan sekali beli, tiba-tiba memotong tanpa konfirmasi?! pada Playstore saya pun tidak ada informasi Langganan Terkait ""Langganan Netflix"" Kenapa Kalian (Pihak Netflix) secara sepihak melakukan pembayaran secara otomatis pada Pembayaran OVO saya?! apakah saya Harus Menulis Keluhan Konsumen di Website?",mohon maaf kali langgan netflix potong bayar otomatis langgan beli potong konfirmasi playstore informasi langgan kait langgan netflix netflix bayar otomatis bayar ovo tulis keluh konsumen website,mohon maaf kali langgan potong bayar otomatis langgan beli potong konfirmasi playstore informasi langgan kait langgan bayar otomatis bayar ovo tulis keluh konsumen website,
Tanaka Ch,1,apk sampah,apk sampah,sampah,
Aeelin,5,aku cinta netflix🥰🥰🥰,cinta netflix,cinta,
ahmad syahril,5,nonton video filmnya jadi asik,nonton video film asik,nonton video film asik,
Gash Poll,1,tidak bisa konfirmasi email,konfirmasi email,konfirmasi email,
M.Ilham B,1,"sekarang kemahalan, film juga kurang lengkap",mahal film lengkap,mahal film lengkap,
fajar auliya,1,berlangganan malah gabisa dibuka aplikasinya kacau,langgan gabisa buka aplikasi kacau,langgan gabisa buka kacau,
SANDY Brebes,1,daftar akun ribet,daftar akun ribet,daftar akun ribet,
Yadi Chm,5,Nice,nice,nice,
Aibah Sulastri,2,ini kenapa loading bgt skrg jelek bgt netflix muter2 aja bjirr bikin emosi 😭😭😭,loading banget skrg jelek banget netflix muter bjirr emosi,loading banget skrg jelek banget muter bjirr emosi,
Roy Martin,5,widih mantap bisa download game GTA ah mantap sekali😍🥰🥰🥰🥰,widih mantap download game gta mantap,widih mantap download game gta mantap,
Iftinant Alamsyah,2,"Saat menonton, kadang kualitas resolusi video berubah-ubah sehingga pengalaman menonton terasa kurang nyaman. Akan sangat membantu jika ada fitur kontrol resolusi, agar pengguna bisa menyesuaikan sesuai kebutuhan dan kondisi jaringan. Terima kasih.",tonton kadang kualitas resolusi video ubah ubah alam tonton nyaman bantu fitur kontrol resolusi guna sesuai sesuai butuh kondisi jaring terima kasih,tonton kadang kualitas resolusi video ubah ubah alam tonton nyaman bantu fitur kontrol resolusi sesuai sesuai butuh kondisi jaring terima kasih,
Reza Prem,1,kepotong ngga jelas,potong ngga,potong,
Edo,1,"saya menyampaikan keluhan tidak di response. jadi sy sampaikan dari sini. Saat saya memutar film di HP, terdapat garis garis di ujung kanan layar. saya sudah mencoba restart HP, re install apk netflik, pembersihan memori, namun masalah masih terjadi.",keluh response putar film garis garis ujung kanan layar coba restart install apk netflik bersih memori,keluh response putar film garis garis ujung kanan layar coba restart install netflik bersih memori,
Bilal,4,"please, add anime akame ga kill, i Want to watch it☺️🙏",please add anime akame kill want watch,please add anime akame kill want watch,
Muhammad Iqbal,1,"tolol kaga jelas muter mulu, jaringan lancar",tolol kaga muter mulu jaring lancar,kaga muter mulu jaring lancar,
Muhammad Nesta,3,"FILM nya KURANG LENGKAP 😏......masa iya kalah link situs bajakan,?",film nya lengkap iya kalah link situs baja,film lengkap iya kalah link situs baja,
Andika Surya,1,kok sekarang jadi jelek yaaa... bermasalah trus nihh,jelek masalah trus nihh,jelek nihh,
Muhammad Zainal,1,ini kok gk bisaa login sihhhh aku udah ulang berkali kali ko gk bisa bisa,bisaa login sih udah ulang kali kali,bisaa login sih ulang kali kali,
lalas SN,1,kenapa saya tidak bisa akses app netflix di HP lagi y? kalau di TV aman,akses app netflix aman,akses aman,netral
tanpa nama,1,AOK SAMPAHHHH RIBETTT TAIIIKKK,aok sampah ribet taik,aok sampah ribet taik,
Alif Ghiebran,1,yapapma yaokma le that temanyenh,yapapma yaokma that temanyenh,yapapma yaokma that temanyenh,
Ulfa Qhaerani,2,"Sudah bayar langganan, dibulan pertama lancar sekali, di bulan ke dua ketika di login, tulisannya hanya Netflix doangg!",bayar langgan bulan lancar login tulis netflix doangg,bayar langgan lancar login tulis doangg,
Berlyn grace asa,1,"tiba-tiba saldo saya kepotong secara otomaris masuk ke netflix dan saya tidak sadar setelah itu saya mengajukan pembatalan keanggotaan namun uangnya tidak kunjung kembali hingga sekarang,Sedih banget mana itu uang darurat saya:(",saldo potong otomaris masuk netflix sadar aju batal anggota uang kunjung sedih banget uang darurat,saldo potong otomaris masuk sadar aju batal anggota uang kunjung sedih banget uang darurat,
Usaha Tahapan,4,aplikasinya kenapa ya ? jaringan nya kenapa ? hati hati dengan rating yg terus turun dan banyak pesaing nanti masuk,aplikasi jaring nya hati hati rating turun saing masuk,jaring hati hati rating turun saing masuk,
Fairuz Alya aprilia,4,seru tapi minusnya dikeluarin pas kita lagi asik asik nonton katanya itu karna nonton film banyak TPI gt jg,seru minus dikeluarin pas asik asik nonton karna nonton film,seru minus dikeluarin pas asik asik nonton karna nonton film,
xtryssal,2,"ribet banget apansi, kayaknya tempat orang² penipuan gitu, tiba tiba aja abis kirim kode ada yang tiba tiba nelpon, heran gw seribet itu masuknya, padahal film ga selengkap itu tolong diperbaiki",ribet banget apansi kayak orang tipu gitu abis kirim kode nelpon heran seribet masuk film lengkap tolong baik,ribet banget apansi kayak orang tipu gitu abis kirim kode nelpon heran seribet masuk film lengkap tolong,
Azzam,5,Mantap,mantap,mantap,
Aprilia Rahmawati,3,saya kasih bintang 3 dulu karena suka memuat pas mau nonton,kasih bintang suka muat pas nonton,kasih bintang suka muat pas nonton,
Yustina Sri Utami,1,i dont like your game,dont like your game,dont like your game,
Neni Priyatno,5,Josss,jos,jos,
Maple RK,1,Developer pelit masa daftar aja harus bayar,developer pelit daftar bayar,developer pelit daftar bayar,
Marleyn Pello,1,cacatttt,cacat,cacat,
Wulandari Sopitry,1,"gimana ini nggak bisa nonton, selalu loading di setiap film, film yg udh di download jg tetep nggak bisa di tonton. mana baru top up ini. tolong segera perbaiki atau kasih solusi bagaimana cara mengatasinya. terimakasih.",gimana nonton loading film film download tetep tonton top tolong baik kasih solusi atas terimakasih,gimana nonton loading film film download tetep tonton top tolong kasih solusi terimakasih,
Afik Susianto,3,mantul,mantul,mantul,
Novi Atul ulum,1,aplikasi gjls udh berlangganan malah gabisa masuk terus👎👎,aplikasi gjls langgan gabisa masuk,gjls langgan gabisa masuk,
Godlife harvi,5,Good,good,good,
Mario0 Krisman,1,"Halo netflix, semoga kamu membaca ini. Mengapa saya memberi bintang 1, saya merasa kecewa, karena netflix langsung memotong uang saya yang terdapar di applikasi ""dana"". Uang saya otomatis terpotong tanpa adanya persetujuan dari saya. Saya belum mengkonfirmasi tetapi pihak netflix langsung memotong uang saya untuk membayar langganan. Padahal saya belum menyetujui nya. Untuk itu saya meminta tolong dan maaf apabila ada salah kata. Saya hanya meminta uang saya kembali Terimakasih -Mario",halo netflix moga baca bintang kecewa netflix langsung potong uang dapar applikasi dana uang otomatis potong tuju konfirmasi netflix langsung potong uang bayar langgan tuju nya tolong maaf salah uang terimakasih mario,halo moga baca bintang kecewa langsung potong uang dapar applikasi dana uang otomatis potong tuju konfirmasi langsung potong uang bayar langgan tuju tolong maaf salah uang terimakasih mario,
Sahra Wardi,1,"saya sudah berhenti langganan tapi tetap di potong saldo saya ini gimana jadi nya, berguna atau tidak berhenti langganan itu",henti langgan potong saldo gimana nya guna henti langgan,henti langgan potong saldo gimana henti langgan,
Ivan vanivan,1,mau nonton doang daftar nya ribet kek t a i,nonton doang daftar nya ribet kek,nonton doang daftar ribet kek,
Starfish Xii,1,jlek,jlek,jlek,
Iwan Rabany,5,ok,oke,oke,
daundra Rendz,1,kata sandi salah terus!!,sandi salah,sandi salah,
Masnono Ocrot,1,"filmnya kebanyakan tidak sesuai harapan, apa yang di cari tidak TERSEDIA 😡 bayarnya mahal tapi filmnya biasa-biasa aja 😡",film banyak sesuai harap cari sedia bayar mahal film,film sesuai harap cari sedia bayar mahal film,
Pranasya Walker,4,Untuk Trailernya Gak sesuai dengan Filmnya tolong di perbaiki Lagi Netflix,trailer sesuai film tolong baik netflix,trailer sesuai film tolong,
Ringsto conglee,5,good,good,good,
Peggy Christina,1,"udah mahal, terus udah gak bisa berbagi bareng keluarga.",udah mahal udah bagi bareng keluarga,mahal bareng keluarga,
Aira Doang,1,saya gak bisa daftar ya,daftar,daftar,netral
zaleha Leha,4,saya ingin bertanya kenapa film k pop demon hunter tidak rilis di YouTube tolong kalau bisa film nya rilis di YouTube ya karna saya inggin sekali Nonton😭😭,film pop demon hunter rilis youtube tolong film nya rilis youtube karna inggin nonton,film pop demon hunter rilis youtube tolong film rilis youtube karna inggin nonton,
Dian Kalistiyono,3,"saldo dana langsung di potong tanpa pemberitahuan, padahal aplikasi udh di uninstall pas instal lagi aplikasi gak bisa di pake",saldo dana langsung potong pemberitahuan aplikasi uninstall pas instal aplikasi pake,saldo dana langsung potong pemberitahuan uninstall pas instal pake,
hafid maullana,1,"masuk akun aja ribet, minta kode susah reset password susah apk apaan ini ..",masuk akun ribet kode susah reset password susah apk,masuk akun ribet kode susah reset password susah,
Riko Yulistiawan,1,emang gak rekomendasi buat nonton su,emang rekomendasi nonton,emang rekomendasi nonton,
Muhammad Zahir Athif,1,"sekarang udah gabisa berbagi lagi walupun langganan ultra hd kecewa jujur sama Netflix, mana baru perpanjang lagi, bulan ini terakhir Langganan lagi",udah gabisa bagi walupun langgan ultra kecewa jujur netflix panjang langgan,gabisa walupun langgan ultra kecewa jujur langgan,
Black Clover,1,kenapa nggk bisa login ini g mail nya dah bner aku coba buat login disney bisa masuk kenapa apk ini nggk bisa aneh kerja yng bner lah,nggk login mail nya dah bner coba login disney masuk apk nggk aneh kerja yng bner,nggk login mail dah bner coba login disney masuk nggk aneh kerja yng bner,
sefnat silfeto,5,semoga,moga,moga,
Bowok Ujang,1,"pembayaran udah setop tiba"" bayar sendiri",bayar udah setop bayar,bayar setop bayar,
Lia Olshop,1,sangat burukkkkkkk,buruk,buruk,
Tetii Wahyunie,1,udah bayar malah terus terusan di suruh daftar dan bayar lagi padahal udah jelas jelas udah bayar slado di rekening kuga udah ke potong sama netflix begitu mau masuk malah di suruh bauar lagi anehhh,udah bayar terus suruh daftar bayar udah udah bayar slado rekening kuga udah potong netflix masuk suruh bauar aneh,bayar suruh daftar bayar bayar slado rekening kuga potong masuk suruh bauar aneh,
devy wulan,1,"kenapa pembayaran ribet banget, kenapa gk d bikim simple aj pembayaran lewat MBanking, mau langganan bayar aja susahnya",bayar ribet banget bikim simple bayar mbanking langgan bayar susah,bayar ribet banget bikim simple bayar mbanking langgan bayar susah,
Reza Muhammad,4,"Halo netflix, bingung saya mau lapor siapa, tapi saya beli paket yang hanya bisa dipakai satu device dan yang terhubung hanya tv rumah dan hp saya saja, tapi anehnya kok pas saya mau nonton ada yang pakai, padahal gaada yang pakai sama sekali di rumah. So, kenapa netflix gampang banget kebobolan sih? tolong diperbaiki",halo netflix bingung lapor beli paket pakai device hubung rumah aneh pas nonton pakai gaada pakai rumah netflix gampang banget bobol sih tolong baik,halo bingung lapor beli paket pakai device hubung rumah aneh pas nonton pakai gaada pakai rumah gampang banget bobol sih tolong,
Fathan Rizky16,1,ngeleg bgt tiap mau nonton.,ngeleg banget nonton,ngeleg banget nonton,
HB Rajut,1,"aplikasi aneh, untuk aplikasi yg terkenal dan byk dipakai orang tapi untuk daftarnya super ribet, normalnya bikin akun dan sandi selesai, ini enggak masih verifikasi berkali2 dan tetep ga bisa log in..",aplikasi aneh aplikasi kenal byk pakai orang daftar super ribet normal akun sandi selesai verifikasi kali tetep log,aneh kenal byk pakai orang daftar super ribet normal akun sandi selesai verifikasi kali tetep log,
Rohani Naibaho,5,"Ini kenapa saya gak bisa login"" di Netflix min? tolong bantuannya akun ku error apa gimana yah? saya udah berlangganan sama tapi jadi gak bisa digunain karna gak bisa login. Kenapa ini? mohon konfirmasi nya min.",login netflix min tolong bantu akun error gimana yah udah langgan digunain karna login mohon konfirmasi nya min,login min tolong bantu akun error gimana yah langgan digunain karna login mohon konfirmasi min,netral
Cindy Novarita2024,1,tidak bisa log in trus,log trus,log,
Setiani Efrata,3,kok dari semalam mau nonton di Netflix eror ya dibuat? ini apa yg salah ya? mohon bantuannya,malam nonton netflix eror salah mohon bantu,malam nonton eror salah mohon bantu,
Srimulya Srimulyaningsih,5,Alhamdulillah filmnya bagus2,alhamdulillah film bagus,alhamdulillah film bagus,
Zidane Abimanyu,3,oke tapi film nya kurang lengkap entah knp di akun saya yang tayang hanya sedikit dan banyak film bagus tidak bisa di tampilkan,oke film nya lengkap knp akun tayang film bagus tampil,oke film lengkap knp akun tayang film bagus tampil,
Ricky Santoni,5,terima kasih,terima kasih,terima kasih,netral
Nadya Shoft,2,tolong diperbaiki lagi. saya gabisa muter vidionya knp ya?,tolong baik gabisa muter vidionya knp,tolong gabisa muter vidionya knp,
Nurul Izmi,4,suka tp susah loh,suka susah loh,suka susah loh,
Chelsii Meliana Ririnsia,1,"film nya ga lengkap, mahal",film nya lengkap mahal,film lengkap mahal,
Fadhil Septian,1,"@🐢aaz🕸🕸, a, aazzazaz",aaz aazzazaz,aaz aazzazaz,
jamal al-gohom3,5,top,top,top,
M Yoga Prasetyo,1,aplikasi apa coba ga bisa di daftar,aplikasi coba daftar,coba daftar,
desiaratna sari19,4,"iiu, ada uii",iiu uii,iiu uii,
Ejen Alicia,1,harus bayar dan bagaimana jika orang yang tidak mampu harus bayar lagian orang lain juga bisa nonton di app lain.,bayar orang bayar orang nonton app,bayar orang bayar orang nonton,
Ardi Akbar,4,Mantap,mantap,mantap,
Roni Ansah,1,aplikasi gajelas mau daftar aja di persulit,aplikasi gajelas daftar sulit,gajelas daftar sulit,
Aetheraaa,5,kenapa berbayar si? kan semua yang ada di dunia ini milik Allah,bayar dunia milik allah,bayar dunia milik allah,
Azhar Isnantio,1,selama saya menggunakan netflix saya sudah bayar tetapi saat saya ingin menonton Kenapa selalu buffering Saya benci,netflix bayar tonton buffering benci,bayar tonton buffering benci,
Lisa Delisya20,1,"log out terus , makin jelek",log out jelek,log out jelek,
Ananda Renata,3,"buset baru daptar , sudah kehilangan saldo pertama , akhirnya yang ke 2 bayar lagi , kayak mana lah , rugi lah kalau gitu terus",buset daptar hilang saldo bayar kayak rugi gitu,buset daptar hilang saldo bayar kayak rugi gitu,
Saitama Grub,1,ni aplikasi pemaksaan bgt sih gk di jelasin secara gamblang di aplikasi kalau aplikasi premium melainkan lewat Gmail.,aplikasi paksa banget sih jelasin gamblang aplikasi aplikasi premium gmail,paksa banget sih jelasin gamblang premium gmail,
Satrio Kuncoro Nugroho,1,SAYA TIDAK DAPAT MEMUTAR FILM DI HP INFINIX GT 10 PRO! SUDAH COBA BERBAGAI VERSI AKAN TETAPI TETAP TIDAK BISA?! BODOH KALIAN !,putar film infinix pro coba bodoh,putar film infinix pro coba,netral
Yeheskiel rqq Kiel,1,aplikasi ini sangatlah jelek karena susah masuk nya . dari tadi saya Masuk tidak Mau masuk sampe sekarang . ada apa dengan aplikasi ini?,aplikasi jelek susah masuk nya masuk masuk sampe aplikasi,jelek susah masuk masuk masuk sampe,
Bang Tedy,1,"sinyal lancar,internet lancar, tapi ngestuck di lobby gabisa dipake buat nonton, padahal pembayaran lancar",sinyal lancar internet lancar ngestuck lobby gabisa dipake nonton bayar lancar,sinyal lancar internet lancar ngestuck lobby gabisa dipake nonton bayar lancar,
F ASK,1,"semakin buruk, harusnya ada peningkatan dari film dan layanan",buruk tingkat film layan,buruk tingkat film layan,
Cyntia Melyana,1,payah udah berlangganan satu tahun tp ada episode yang gabisa di tonton di drama the fiery priest,payah udah langgan episode gabisa tonton drama the fiery priest,payah langgan episode gabisa tonton drama the fiery priest,
ahmad miqdad,1,"tolong netflix akun sy ternyata sdh tidak aktif, dan skrg sy sdh beli pake melalui aplikasi my telkomsel tpi kendalanya tidak bs login di aplikasi netflix, tiap mau login di alihkan jenis berlangganan padahal sy sdh beli paket",tolong netflix akun sdh aktif skrg sdh beli pake aplikasi telkomsel kendala login aplikasi netflix login alih jenis langgan sdh beli paket,tolong akun sdh aktif skrg sdh beli pake telkomsel kendala login login alih jenis langgan sdh beli paket,netral
Gifty Girsang,1,"pas mau nonton, banyak orang yang login di akun",pas nonton orang login akun,pas nonton orang login akun,
Lailatul atul,2,Masa masuk sandi salah terus padahal udh bener,masuk sandi salah bener,masuk sandi salah bener,
Avian Kevin,5,netflix keren,netflix keren,keren,
Muhammad Hanif,5,salamun'alaikum bimashobartum dari sisi Allah SWT,salamun alaikum bimashobartum sisi allah swt,salamun alaikum bimashobartum sisi allah swt,
Kelpin 14,1,"kenapa akhir"" ini flem sakamoto days kita cari gk ada padahal sebelumnya ada",flem sakamoto days cari,flem sakamoto days cari,netral
Imam Wahyu,5,ok,oke,oke,
Khaerul Arbani,4,Film yang di tampilkan sangat bagus cuma kecewa dengan hasil penelusuran banyak film yang di cari tidak ada.,film tampil bagus kecewa hasil telusur film cari,film tampil bagus kecewa hasil telusur film cari,
Faizal Aditia,1,terlalu ribet login nya padahal udah bayar eh malah balik ke halaman sebelum nya udah coba 10 sama aja,ribet login nya udah bayar halaman nya udah coba,ribet login bayar halaman coba,
CHANNEL DESA,1,sering update terus jadi saya sudah bayar dan tidak bisa di buka lewat tv android box payah nih Netflix kalau bisa versi yang lawas lawas saja gpp kan tidak semua pelanggan/anggota Netflix mempunyai perangkat dan android box yang versi terbaru jadi berpikirlah lebih jauh lagi Netflix saya sudah bayar dan tidak bisa di buka di tv android box 🤦🏻‍♂️ parah,update bayar buka android box payah netflix lawas lawas gpp langgan anggota netflix perangkat android box baru pikir netflix bayar buka android box parah,update bayar buka android box payah lawas lawas gpp langgan anggota perangkat android box pikir bayar buka android box parah,
Sukarman Blt,5,bagus,bagus,bagus,
Riswar Riswar,5,Sangat bagus untuk hiburan semua orang,bagus hibur orang,bagus hibur orang,
YUSNI Jn,5,keren,keren,keren,
Gina Junia Rosdiana,1,mau daftar susah bgt,daftar susah banget,daftar susah banget,
Emak AA,1,"saya membayar langganan pakai gopay, saldo gopay sudah terpotong, tapi TIDAK BISA LOGIN! dikasih link yg disuruh bayar paket, pembayaran saya ganti shopee pay akhirnya bisa login. masalahnya saldo digopay sudah terpotong tidak bisa dikembalikan karena pihak gopay sudah membayarkan ke netflix. Disarankan gopay buat membatalkan pembayaran, tapi netflix tidak bisa dihubungi cs nya hanya AI chat tidak membantu sama sekali. Jadi saya membayar hingga 2x melalui saldo gopay dan saldo shopeepay!",bayar langgan pakai gopay saldo gopay potong login kasih link suruh bayar paket bayar ganti shopee pay login saldo digopay potong kembali gopay bayar netflix saran gopay batal bayar netflix hubung nya chat bantu bayar saldo gopay saldo shopeepay,bayar langgan pakai gopay saldo gopay potong login kasih link suruh bayar paket bayar ganti shopee pay login saldo digopay potong gopay bayar saran gopay batal bayar hubung chat bantu bayar saldo gopay saldo shopeepay,
Denok Indrawati,4,ok,oke,oke,
Felias Sai,1,sudah bayar tapi ga bisa nonton.. burik,bayar nonton burik,bayar nonton burik,
Muhammad Al Aqsa,1,saya sudah registrasi tapi tetap saja tidak bisa streaming film nya sudah saya ubah password nya tapi tetap saja tidak bisa saya mohon untuk bagian registrasi nya dipermudahkan,registrasi streaming film nya ubah password nya mohon registrasi nya mudah,registrasi streaming film ubah password mohon registrasi mudah,
Raihan Saputra,1,benerinlah netflixnya sering error gabisa ditonton padahal sinyal lancar,benerinlah netflixnya error gabisa tonton sinyal lancar,benerinlah netflixnya error gabisa tonton sinyal lancar,
Anakdara Ugi,1,mau login aja susah kali,login susah kali,login susah kali,
Komang Ayu,1,gabisa login,gabisa login,gabisa login,
vina amelia,1,"gimana sih, sandi bener tapi tulisannya salah mulu. jelek banget, udah di coba berulang kali juga tetep salah. maunya apa si, nama doang app nonton terbesar. tapi banyak bug kocak",gimana sih sandi bener tulis salah mulu jelek banget udah coba ulang kali tetep salah mau nama doang app nonton besar bug kocak,gimana sih sandi bener tulis salah mulu jelek banget coba ulang kali tetep salah nama doang nonton bug kocak,
Nur aisyah Lir nawati,1,"ga bisa masuk ke Netflix, buat saya kecewa",masuk netflix kecewa,masuk kecewa,
nabilaa putri,1,"aelah gajelas ni apklikasi duit guee diambil tp gbisa msuk netflix hrus daftar lg pdhl sebelumnyaa udh daftar trs udh ada bukti transaksi tp malah gbida msuk kan anjirr apk gaje.. hati"" kalian semuaa jebakan",aelah gajelas apklikasi duit guee ambil gbisa msuk netflix hrus daftar pdhl sebelumnyaa daftar bukti transaksi gbida msuk anjirr apk gaje hati semuaa jebak,aelah gajelas apklikasi duit guee ambil gbisa msuk hrus daftar sebelumnyaa daftar bukti transaksi gbida msuk anjirr gaje hati semuaa jebak,
Dian_06 Smun,4,"saya ingin mematikan langganan Netflix pembayaran di shoppy, karena saya ingin mengubah langganan di data seluler, JD tolong diubah pembayaran saya, karena saya sudah mencoba tuk sekian x lamanya tidak bisa, harap di bantu langganan Netflix saya makasih",mati langgan netflix bayar shoppy ubah langgan data seluler tolong ubah bayar coba tuk sekian harap bantu langgan netflix makasih,mati langgan bayar shoppy ubah langgan data seluler tolong ubah bayar coba tuk sekian harap bantu langgan terima kasih,
arise,3,"I suggest you to make a feature to allow users to make playlist because I want to save the different types of movies that I want to watch with playlist so I can watch the movies in order of same type in the playlist. I want to make playlist for myself like Korean Drama playlist, Anime playlist, Ended Movies playlist, On Going Movies playlist, etc. I don't like save the movies with different types in My List which is only one place and it is mixed with different types of movies.",suggest you make feature allow users make playlist because want save the different types movies that want watch with playlist can watch the movies order same type the playlist want make playlist for myself like korean drama playlist anime playlist ended movies playlist going movies playlist etc don like save the movies with different types list which only one place and mixed with different types movies,suggest you make feature allow users make playlist because want save the different types movies that want watch with playlist can watch the movies order same type the playlist want make playlist for myself like korean drama playlist anime playlist ended movies playlist going movies playlist etc don like save the movies with different types list which only one place and mixed with different types movies,
Mely 088,4,Cocok banget nonton di sini pas gbt,cocok banget nonton pas gbt,cocok banget nonton pas gbt,netral
Renal Diansyah,1,sangat susah untuk mendaftar pusing saya bulak balik crome tapi GK selesai selesai malah balik lagi ke awal . saya saran kan buat yg susah buat login pindah apk sebelah iqiyi viu atw wetv lebih bagus,susah daftar pusing bulak crome selesai selesai saran susah login pindah apk belah iqiyi viu atw wetv bagus,susah daftar pusing bulak crome selesai selesai saran susah login pindah belah iqiyi viu atw wetv bagus,
